Output source file name: T725
||||Date|(%)
Company Code|Company Name|Equity Owner Type|Equity Owner Name|Holding Date|Percent Shares
248083|Tata Chemicals Ltd.|Non-Promoters|Icici Prudential Life Insurance Company Limited|31-12-2019|2.200000
248083|Tata Chemicals Ltd.|Non-Promoters|Icici Prudential Life Insurance Company Limited|31-03-2020|2.150000
248083|Tata Chemicals Ltd.|Non-Promoters|Iepf|30-06-2019|0.430000
248083|Tata Chemicals Ltd.|Non-Promoters|Iepf|30-09-2019|0.430000
248083|Tata Chemicals Ltd.|Non-Promoters|Iepf|31-12-2019|0.470000
248083|Tata Chemicals Ltd.|Non-Promoters|Iepf|31-03-2020|0.470000
248083|Tata Chemicals Ltd.|Non-Promoters|Lic Of India Child Fortune Plus Balanced Fund|30-06-2019|6.110000
248083|Tata Chemicals Ltd.|Non-Promoters|Lic Of India Child Fortune Plus Balanced Fund|30-09-2019|6.500000
248083|Tata Chemicals Ltd.|Non-Promoters|Lic Of India Child Fortune Plus Balanced Fund|31-12-2019|6.540000
248083|Tata Chemicals Ltd.|Non-Promoters|Lic Of India Child Fortune Plus Balanced Fund|31-03-2020|6.630000
248083|Tata Chemicals Ltd.|Non-Promoters|Mirae Asset Emerging Bluechip Fund|30-09-2019|1.070000
248083|Tata Chemicals Ltd.|Non-Promoters|Mirae Asset Emerging Bluechip Fund|31-12-2019|1.480000
248083|Tata Chemicals Ltd.|Non-Promoters|Mirae Asset Emerging Bluechip Fund|31-03-2020|2.590000
248083|Tata Chemicals Ltd.|Non-Promoters|Non-Resident Indian (Nri)|30-06-2019|0.740000
248083|Tata Chemicals Ltd.|Non-Promoters|Non-Resident Indian (Nri)|30-09-2019|0.770000
248083|Tata Chemicals Ltd.|Non-Promoters|Non-Resident Indian (Nri)|31-12-2019|0.790000
248083|Tata Chemicals Ltd.|Non-Promoters|Non-Resident Indian (Nri)|31-03-2020|0.820000
248083|Tata Chemicals Ltd.|Non-Promoters|Others - Foreign Nationas|30-09-2019|0.000000
248083|Tata Chemicals Ltd.|Non-Promoters|Others - Qib Insurance|30-09-2019|0.050000
248083|Tata Chemicals Ltd.|Non-Promoters|Sundaram Mutual Fund A/C Sundaram Equity Savings Fund|31-12-2019|1.110000
248083|Tata Chemicals Ltd.|Non-Promoters|Sundaram Mutual Fund A/C Sundaram Large And Mid Cap Fund|30-09-2019|1.070000
248083|Tata Chemicals Ltd.|Non-Promoters|The New India Assurance Company Limited|30-06-2019|1.070000
248083|Tata Chemicals Ltd.|Non-Promoters|The New India Assurance Company Limited|30-09-2019|1.100000
248083|Tata Chemicals Ltd.|Non-Promoters|The New India Assurance Company Limited|31-12-2019|1.070000
248083|Tata Chemicals Ltd.|Non-Promoters|The New India Assurance Company Limited|31-03-2020|1.070000
248083|Tata Chemicals Ltd.|Non-Promoters|Trusts|30-06-2019|0.530000
248083|Tata Chemicals Ltd.|Non-Promoters|Trusts|30-09-2019|0.550000
248083|Tata Chemicals Ltd.|Non-Promoters|Trusts|31-12-2019|0.290000
248083|Tata Chemicals Ltd.|Non-Promoters|Trusts|31-03-2020|0.060000
248083|Tata Chemicals Ltd.|Non-Promoters|United India Insurance Company Limited|30-06-2019|1.170000
248083|Tata Chemicals Ltd.|Non-Promoters|United India Insurance Company Limited|30-09-2019|1.240000
248083|Tata Chemicals Ltd.|Non-Promoters|United India Insurance Company Limited|31-12-2019|1.240000
248083|Tata Chemicals Ltd.|Non-Promoters|United India Insurance Company Limited|31-03-2020|1.240000
248083|Tata Chemicals Ltd.|Promoters|Ewart Investments Limited|30-06-2019|0.530000
248083|Tata Chemicals Ltd.|Promoters|Ewart Investments Limited|30-09-2019|0.530000
248083|Tata Chemicals Ltd.|Promoters|Ewart Investments Limited|31-12-2019|0.530000
248083|Tata Chemicals Ltd.|Promoters|Simto Investment Company Limited|30-06-2019|0.200000
248083|Tata Chemicals Ltd.|Promoters|Simto Investment Company Limited|30-09-2019|0.200000
248083|Tata Chemicals Ltd.|Promoters|Simto Investment Company Limited|31-12-2019|0.200000
248083|Tata Chemicals Ltd.|Promoters|Tata Coffee Limited|30-06-2019|0.060000
248083|Tata Chemicals Ltd.|Promoters|Tata Coffee Limited|30-09-2019|0.060000
248083|Tata Chemicals Ltd.|Promoters|Tata Coffee Limited|31-12-2019|0.060000
248083|Tata Chemicals Ltd.|Promoters|Tata Coffee Limited|31-03-2020|0.000000
248083|Tata Chemicals Ltd.|Promoters|Tata Global Beverages Limited|30-06-2019|0.270000
248083|Tata Chemicals Ltd.|Promoters|Tata Global Beverages Limited|30-09-2019|0.270000
248083|Tata Chemicals Ltd.|Promoters|Tata Global Beverages Limited|31-12-2019|0.270000
248083|Tata Chemicals Ltd.|Promoters|Tata Industries Limited|30-06-2019|0.030000
248083|Tata Chemicals Ltd.|Promoters|Tata Industries Limited|30-09-2019|0.030000
248083|Tata Chemicals Ltd.|Promoters|Tata Industries Limited|31-12-2019|0.030000
248083|Tata Chemicals Ltd.|Promoters|Tata Industries Limited|31-03-2020|0.030000
248083|Tata Chemicals Ltd.|Promoters|Tata Investment Corporation Limited|30-06-2019|5.960000
248083|Tata Chemicals Ltd.|Promoters|Tata Investment Corporation Limited|30-09-2019|5.960000
248083|Tata Chemicals Ltd.|Promoters|Tata Investment Corporation Limited|31-12-2019|5.960000
248083|Tata Chemicals Ltd.|Promoters|Tata Investment Corporation Limited|31-03-2020|5.960000
248083|Tata Chemicals Ltd.|Promoters|Tata Motors Finance Limited|30-06-2019|0.000000
248083|Tata Chemicals Ltd.|Promoters|Tata Motors Finance Limited|30-09-2019|0.000000
248083|Tata Chemicals Ltd.|Promoters|Tata Motors Finance Limited|31-12-2019|0.000000
248083|Tata Chemicals Ltd.|Promoters|Tata Motors Finance Limited|31-03-2020|0.000000
248083|Tata Chemicals Ltd.|Promoters|Tata Sons Private Limited|30-06-2019|23.459999
248083|Tata Chemicals Ltd.|Promoters|Tata Sons Private Limited|30-09-2019|23.459999
248083|Tata Chemicals Ltd.|Promoters|Tata Sons Private Limited|31-12-2019|23.910000
248083|Tata Chemicals Ltd.|Promoters|Tata Sons Private Limited|31-03-2020|28.500000
248083|Tata Chemicals Ltd.|Promoters|Titan Company Limited|30-06-2019|0.000000
248083|Tata Chemicals Ltd.|Promoters|Titan Company Limited|30-09-2019|0.000000
248083|Tata Chemicals Ltd.|Promoters|Titan Company Limited|31-12-2019|0.000000
248083|Tata Chemicals Ltd.|Promoters|Titan Company Limited|31-03-2020|0.000000
248083|Tata Chemicals Ltd.|Promoters|Voltas Limited|30-06-2019|0.070000
248083|Tata Chemicals Ltd.|Promoters|Voltas Limited|30-09-2019|0.070000
248083|Tata Chemicals Ltd.|Promoters|Voltas Limited|31-12-2019|0.070000
248083|Tata Chemicals Ltd.|Promoters|Voltas Limited|31-03-2020|0.070000
248085|Tata Coffee Ltd.|Non-Promoters|Clearing Members|30-06-2019|1.030000
248085|Tata Coffee Ltd.|Non-Promoters|Clearing Members|30-09-2019|0.860000
248085|Tata Coffee Ltd.|Non-Promoters|Clearing Members|31-12-2019|0.860000
248085|Tata Coffee Ltd.|Non-Promoters|Clearing Members|31-03-2020|1.050000
248085|Tata Coffee Ltd.|Non-Promoters|F. Born A G|30-06-2019|1.930000
248085|Tata Coffee Ltd.|Non-Promoters|F. Born A G|30-09-2019|1.930000
248085|Tata Coffee Ltd.|Non-Promoters|F. Born A G|31-12-2019|1.920000
248085|Tata Coffee Ltd.|Non-Promoters|F. Born A G|31-03-2020|1.920000
248085|Tata Coffee Ltd.|Non-Promoters|Huf|30-06-2019|1.190000
248085|Tata Coffee Ltd.|Non-Promoters|Huf|30-09-2019|1.230000
248085|Tata Coffee Ltd.|Non-Promoters|Huf|31-12-2019|1.220000
248085|Tata Coffee Ltd.|Non-Promoters|Huf|31-03-2020|1.310000
248085|Tata Coffee Ltd.|Non-Promoters|Iepf|30-06-2019|0.710000
248085|Tata Coffee Ltd.|Non-Promoters|Iepf|30-09-2019|0.770000
248085|Tata Coffee Ltd.|Non-Promoters|Iepf|31-12-2019|0.820000
248085|Tata Coffee Ltd.|Non-Promoters|Iepf|31-03-2020|0.820000
248085|Tata Coffee Ltd.|Non-Promoters|Life Insurance Corporation Of India|30-06-2019|2.260000
248085|Tata Coffee Ltd.|Non-Promoters|Life Insurance Corporation Of India|30-09-2019|2.260000
248085|Tata Coffee Ltd.|Non-Promoters|Life Insurance Corporation Of India|31-12-2019|2.260000
248085|Tata Coffee Ltd.|Non-Promoters|Life Insurance Corporation Of India|31-03-2020|2.260000
248085|Tata Coffee Ltd.|Non-Promoters|Non-Resident Indian (Nri)|30-06-2019|2.540000
248085|Tata Coffee Ltd.|Non-Promoters|Non-Resident Indian (Nri)|30-09-2019|2.440000
248085|Tata Coffee Ltd.|Non-Promoters|Non-Resident Indian (Nri)|31-12-2019|2.490000
248085|Tata Coffee Ltd.|Non-Promoters|Non-Resident Indian (Nri)|31-03-2020|2.440000
248085|Tata Coffee Ltd.|Non-Promoters|Reliance Capital Trustee Co Ltd-A/C Nippon India Small Cap Fund|31-03-2020|2.040000
248085|Tata Coffee Ltd.|Non-Promoters|Reliance Capital Trustee Co. Ltd-A/C Reliancesmall Cap Fund|30-06-2019|1.860000
248085|Tata Coffee Ltd.|Non-Promoters|Reliance Capital Trustee Co. Ltd-A/C Reliancesmall Cap Fund|30-09-2019|1.970000
248085|Tata Coffee Ltd.|Non-Promoters|Reliance Capital Trustee Co. Ltd-A/C Reliancesmall Cap Fund|31-12-2019|2.030000
248085|Tata Coffee Ltd.|Non-Promoters|Trusts|30-06-2019|0.120000
248085|Tata Coffee Ltd.|Non-Promoters|Trusts|30-09-2019|0.120000
248085|Tata Coffee Ltd.|Non-Promoters|Trusts|31-12-2019|0.130000
248085|Tata Coffee Ltd.|Non-Promoters|Trusts|31-03-2020|0.120000
248085|Tata Coffee Ltd.|Promoters|Tata Consumer Products Limited|31-03-2020|57.480000
248085|Tata Coffee Ltd.|Promoters|Tata Global Beverages Limited|30-06-2019|57.480000
248085|Tata Coffee Ltd.|Promoters|Tata Global Beverages Limited|30-09-2019|57.480000
248085|Tata Coffee Ltd.|Promoters|Tata Global Beverages Limited|31-12-2019|57.480000
265414|Tata Communications Ltd.|Non-Promoters|Amansa Holdings Private Limited|30-06-2019|1.890000
265414|Tata Communications Ltd.|Non-Promoters|Amansa Holdings Private Limited|30-09-2019|1.050000
265414|Tata Communications Ltd.|Non-Promoters|Baron Emerging Markets Fund|30-06-2019|1.210000
265414|Tata Communications Ltd.|Non-Promoters|Baron Emerging Markets Fund|30-09-2019|1.340000
265414|Tata Communications Ltd.|Non-Promoters|Baron Emerging Markets Fund|31-12-2019|1.340000
265414|Tata Communications Ltd.|Non-Promoters|Baron Emerging Markets Fund|31-03-2020|1.340000
265414|Tata Communications Ltd.|Non-Promoters|Clearing Members|30-06-2019|0.450000
265414|Tata Communications Ltd.|Non-Promoters|Clearing Members|30-09-2019|0.240000
265414|Tata Communications Ltd.|Non-Promoters|Clearing Members|31-12-2019|0.250000
265414|Tata Communications Ltd.|Non-Promoters|Clearing Members|31-03-2020|0.420000
265414|Tata Communications Ltd.|Non-Promoters|East Bridge Capital Master Fund I Ltd|30-06-2019|5.370000
265414|Tata Communications Ltd.|Non-Promoters|East Bridge Capital Master Fund I Ltd|30-09-2019|5.670000
265414|Tata Communications Ltd.|Non-Promoters|East Bridge Capital Master Fund I Ltd|31-12-2019|5.690000
265414|Tata Communications Ltd.|Non-Promoters|East Bridge Capital Master Fund I Ltd|31-03-2020|5.900000
265414|Tata Communications Ltd.|Non-Promoters|Employees|30-06-2019|0.000000
265414|Tata Communications Ltd.|Non-Promoters|Employees|30-09-2019|0.000000
265414|Tata Communications Ltd.|Non-Promoters|Employees|31-12-2019|0.000000
265414|Tata Communications Ltd.|Non-Promoters|Employees|31-03-2020|0.000000
265414|Tata Communications Ltd.|Non-Promoters|Fidelity Investment Trust Fidelity Series Emerging Markets Fund|30-06-2019|1.510000
265414|Tata Communications Ltd.|Non-Promoters|Fidelity Investment Trust Fidelity Series Emerging Markets Fund|30-09-2019|1.970000
265414|Tata Communications Ltd.|Non-Promoters|Fidelity Investment Trust Fidelity Series Emerging Markets Fund|31-12-2019|2.340000
265414|Tata Communications Ltd.|Non-Promoters|Fidelity Investment Trust Fidelity Series Emerging Markets Fund|31-03-2020|2.240000
265414|Tata Communications Ltd.|Non-Promoters|Government Pension Fund Global|30-06-2019|1.610000
265414|Tata Communications Ltd.|Non-Promoters|Government Pension Fund Global|30-09-2019|1.650000
265414|Tata Communications Ltd.|Non-Promoters|Government Pension Fund Global|31-12-2019|1.660000
265414|Tata Communications Ltd.|Non-Promoters|Government Pension Fund Global|31-03-2020|1.730000
265414|Tata Communications Ltd.|Non-Promoters|Huf|30-06-2019|0.120000
265414|Tata Communications Ltd.|Non-Promoters|Huf|30-09-2019|0.140000
265414|Tata Communications Ltd.|Non-Promoters|Huf|31-12-2019|0.130000
265414|Tata Communications Ltd.|Non-Promoters|Huf|31-03-2020|0.130000
265414|Tata Communications Ltd.|Non-Promoters|Iepf|30-06-2019|0.010000
265414|Tata Communications Ltd.|Non-Promoters|Iepf|30-09-2019|0.020000
265414|Tata Communications Ltd.|Non-Promoters|Iepf|31-12-2019|0.020000
265414|Tata Communications Ltd.|Non-Promoters|Iepf|31-03-2020|0.020000
265414|Tata Communications Ltd.|Non-Promoters|Lic Of India|30-06-2019|1.050000
265414|Tata Communications Ltd.|Non-Promoters|Non-Resident Indian (Nri)|30-06-2019|0.380000
265414|Tata Communications Ltd.|Non-Promoters|Non-Resident Indian (Nri)|30-09-2019|0.390000
265414|Tata Communications Ltd.|Non-Promoters|Non-Resident Indian (Nri)|31-12-2019|0.170000
265414|Tata Communications Ltd.|Non-Promoters|Non-Resident Indian (Nri)|31-03-2020|0.190000
265414|Tata Communications Ltd.|Non-Promoters|Qib Insurance|30-09-2019|0.000000
265414|Tata Communications Ltd.|Non-Promoters|Qib Insurance|31-12-2019|0.000000
265414|Tata Communications Ltd.|Non-Promoters|Trusts|30-06-2019|0.000000
265414|Tata Communications Ltd.|Non-Promoters|Trusts|30-09-2019|0.000000
265414|Tata Communications Ltd.|Non-Promoters|Trusts|31-12-2019|0.000000
265414|Tata Communications Ltd.|Non-Promoters|Trusts|31-03-2020|0.000000
265414|Tata Communications Ltd.|Promoters|Panatone Finvest Limited|30-06-2019|34.790001
265414|Tata Communications Ltd.|Promoters|Panatone Finvest Limited|30-09-2019|34.790001
265414|Tata Communications Ltd.|Promoters|Panatone Finvest Limited|31-12-2019|34.790001
265414|Tata Communications Ltd.|Promoters|Panatone Finvest Limited|31-03-2020|34.790001
265414|Tata Communications Ltd.|Promoters|President Of India|30-06-2019|26.120001
265414|Tata Communications Ltd.|Promoters|President Of India|30-09-2019|26.120001
265414|Tata Communications Ltd.|Promoters|President Of India|31-12-2019|26.120001
265414|Tata Communications Ltd.|Promoters|President Of India|31-03-2020|26.120001
265414|Tata Communications Ltd.|Promoters|Tata Sons Private Limited|30-06-2019|14.060000
265414|Tata Communications Ltd.|Promoters|Tata Sons Private Limited|30-09-2019|14.060000
265414|Tata Communications Ltd.|Promoters|Tata Sons Private Limited|31-12-2019|14.060000
265414|Tata Communications Ltd.|Promoters|Tata Sons Private Limited|31-03-2020|14.060000
164646|Tata Consultancy Services Ltd.|Non-Promoters|Clearing Members|30-06-2019|0.090000
164646|Tata Consultancy Services Ltd.|Non-Promoters|Clearing Members|30-09-2019|0.070000
164646|Tata Consultancy Services Ltd.|Non-Promoters|Clearing Members|31-12-2019|0.070000
164646|Tata Consultancy Services Ltd.|Non-Promoters|Clearing Members|31-03-2020|0.180000
164646|Tata Consultancy Services Ltd.|Non-Promoters|Iepf|30-06-2019|0.000000
164646|Tata Consultancy Services Ltd.|Non-Promoters|Iepf|30-09-2019|0.000000
164646|Tata Consultancy Services Ltd.|Non-Promoters|Iepf|31-12-2019|0.000000
164646|Tata Consultancy Services Ltd.|Non-Promoters|Iepf|31-03-2020|0.000000
164646|Tata Consultancy Services Ltd.|Non-Promoters|Life Insurance Corporation Of India|30-06-2019|3.980000
164646|Tata Consultancy Services Ltd.|Non-Promoters|Life Insurance Corporation Of India|30-09-2019|4.070000
164646|Tata Consultancy Services Ltd.|Non-Promoters|Life Insurance Corporation Of India|31-12-2019|4.120000
164646|Tata Consultancy Services Ltd.|Non-Promoters|Life Insurance Corporation Of India|31-03-2020|4.200000
164646|Tata Consultancy Services Ltd.|Non-Promoters|Qib-Insurance Company Registered With Irda|30-09-2019|0.000000
164646|Tata Consultancy Services Ltd.|Non-Promoters|Trusts|30-06-2019|0.270000
164646|Tata Consultancy Services Ltd.|Non-Promoters|Trusts|30-09-2019|0.270000
164646|Tata Consultancy Services Ltd.|Non-Promoters|Trusts|31-12-2019|0.260000
164646|Tata Consultancy Services Ltd.|Non-Promoters|Trusts|31-03-2020|0.290000
164646|Tata Consultancy Services Ltd.|Promoters|Tata Industries Limited|30-06-2019|0.000000
164646|Tata Consultancy Services Ltd.|Promoters|Tata Industries Limited|30-09-2019|0.000000
164646|Tata Consultancy Services Ltd.|Promoters|Tata Industries Limited|31-12-2019|0.000000
164646|Tata Consultancy Services Ltd.|Promoters|Tata Industries Limited|31-03-2020|0.000000
164646|Tata Consultancy Services Ltd.|Promoters|Tata Investment Corporation Limited|30-06-2019|0.020000
164646|Tata Consultancy Services Ltd.|Promoters|Tata Investment Corporation Limited|30-09-2019|0.020000
164646|Tata Consultancy Services Ltd.|Promoters|Tata Investment Corporation Limited|31-12-2019|0.020000
164646|Tata Consultancy Services Ltd.|Promoters|Tata Investment Corporation Limited|31-03-2020|0.020000
164646|Tata Consultancy Services Ltd.|Promoters|Tata Sons Private Limited|30-06-2019|72.010002
164646|Tata Consultancy Services Ltd.|Promoters|Tata Sons Private Limited|30-09-2019|72.010002
164646|Tata Consultancy Services Ltd.|Promoters|Tata Sons Private Limited|31-12-2019|72.010002
164646|Tata Consultancy Services Ltd.|Promoters|Tata Sons Private Limited|31-03-2020|72.010002
164646|Tata Consultancy Services Ltd.|Promoters|Tata Steel Limited|30-06-2019|0.000000
164646|Tata Consultancy Services Ltd.|Promoters|Tata Steel Limited|30-09-2019|0.000000
164646|Tata Consultancy Services Ltd.|Promoters|Tata Steel Limited|31-12-2019|0.000000
164646|Tata Consultancy Services Ltd.|Promoters|Tata Steel Limited|31-03-2020|0.000000
248186|Tata Consumer Products Ltd.|Non-Promoters|Baron Emerging Markets Fund|30-06-2019|1.620000
248186|Tata Consumer Products Ltd.|Non-Promoters|Baron Emerging Markets Fund|30-09-2019|1.750000
248186|Tata Consumer Products Ltd.|Non-Promoters|Baron Emerging Markets Fund|31-12-2019|1.510000
248186|Tata Consumer Products Ltd.|Non-Promoters|Clearing Members|31-12-2019|0.580000
248186|Tata Consumer Products Ltd.|Non-Promoters|Clearing Members|31-03-2020|0.760000
248186|Tata Consumer Products Ltd.|Non-Promoters|Director Or Director'S Relatives|31-12-2019|0.000000
248186|Tata Consumer Products Ltd.|Non-Promoters|Director Or Director'S Relatives|31-03-2020|0.010000
248186|Tata Consumer Products Ltd.|Non-Promoters|Fidelity Investment Trust Fidelity Series Emerging Markets Fund|30-09-2019|1.240000
248186|Tata Consumer Products Ltd.|Non-Promoters|Fidelity Investment Trust Fidelity Series Emerging Markets Fund|31-12-2019|1.970000
248186|Tata Consumer Products Ltd.|Non-Promoters|First State Investments Icvc- Stewart Investors Asia Pacific Fund|30-06-2019|1.930000
248186|Tata Consumer Products Ltd.|Non-Promoters|First State Investments Icvc- Stewart Investors Asia Pacific Fund|30-09-2019|1.930000
248186|Tata Consumer Products Ltd.|Non-Promoters|First State Investments Icvc- Stewart Investors Asia Pacific Fund|31-12-2019|1.930000
248186|Tata Consumer Products Ltd.|Non-Promoters|First State Investments Icvc- Stewart Investors Global Emerging Markets Leaders Fund|30-06-2019|2.770000
248186|Tata Consumer Products Ltd.|Non-Promoters|First State Investments Icvc- Stewart Investors Global Emerging Markets Leaders Fund|30-09-2019|2.770000
248186|Tata Consumer Products Ltd.|Non-Promoters|First State Investments Icvc- Stewart Investors Global Emerging Markets Leaders Fund|31-12-2019|1.880000
248186|Tata Consumer Products Ltd.|Non-Promoters|Foreign National|31-03-2020|0.000000
248186|Tata Consumer Products Ltd.|Non-Promoters|Government Pension Fund Global|30-06-2019|2.150000
248186|Tata Consumer Products Ltd.|Non-Promoters|Government Pension Fund Global|30-09-2019|1.920000
248186|Tata Consumer Products Ltd.|Non-Promoters|Government Pension Fund Global|31-12-2019|1.660000
248186|Tata Consumer Products Ltd.|Non-Promoters|Government Pension Fund Global|31-03-2020|1.440000
248186|Tata Consumer Products Ltd.|Non-Promoters|Hdfc Trustee Co Ltd A/C Hdfc Charity Fund For Cancer Cure-Arbitrage Plan|31-03-2020|1.630000
248186|Tata Consumer Products Ltd.|Non-Promoters|Huf|31-12-2019|0.550000
248186|Tata Consumer Products Ltd.|Non-Promoters|Huf|31-03-2020|0.580000
248186|Tata Consumer Products Ltd.|Non-Promoters|Icici Prudential Balanced Advantage Fund|31-03-2020|2.120000
248186|Tata Consumer Products Ltd.|Non-Promoters|Iepf|31-12-2019|0.320000
248186|Tata Consumer Products Ltd.|Non-Promoters|Iepf|31-03-2020|0.360000
248186|Tata Consumer Products Ltd.|Non-Promoters|Insurance Company Registered With Irda|31-12-2019|0.070000
248186|Tata Consumer Products Ltd.|Non-Promoters|Insurance Company Registered With Irda|31-03-2020|0.940000
248186|Tata Consumer Products Ltd.|Non-Promoters|Life Insurance Corporation|31-03-2020|2.120000
248186|Tata Consumer Products Ltd.|Non-Promoters|Mfs International New Discovery Fund|30-06-2019|1.030000
248186|Tata Consumer Products Ltd.|Non-Promoters|Mfs International New Discovery Fund|30-09-2019|1.030000
248186|Tata Consumer Products Ltd.|Non-Promoters|Mfs International New Discovery Fund|31-12-2019|1.030000
248186|Tata Consumer Products Ltd.|Non-Promoters|Mirae Asset|30-06-2019|3.260000
248186|Tata Consumer Products Ltd.|Non-Promoters|Mirae Asset|30-09-2019|2.630000
248186|Tata Consumer Products Ltd.|Non-Promoters|Mirae Asset|31-12-2019|2.440000
248186|Tata Consumer Products Ltd.|Non-Promoters|Mirae Asset Emerging Bluechip Fund|31-03-2020|2.030000
248186|Tata Consumer Products Ltd.|Non-Promoters|Non-Resident Indian (Nri)|31-12-2019|0.980000
248186|Tata Consumer Products Ltd.|Non-Promoters|Non-Resident Indian (Nri)|31-03-2020|1.000000
248186|Tata Consumer Products Ltd.|Non-Promoters|Nps Trust|30-09-2019|1.360000
248186|Tata Consumer Products Ltd.|Non-Promoters|Nps Trusts|30-06-2019|1.440000
248186|Tata Consumer Products Ltd.|Non-Promoters|Reliance Capital Trustee Co Ltd- A/C Reliance India Opportunities Fund - Series A|31-12-2019|2.980000
248186|Tata Consumer Products Ltd.|Non-Promoters|Reliance Capital Trustee Co Ltd- A/C Reliance India Opportunities Fund - Series A|31-03-2020|2.010000
248186|Tata Consumer Products Ltd.|Non-Promoters|Reliance Capital Trustee Co Ltd-A/C Reliance India Opportunities Fund - Series A|30-06-2019|2.550000
248186|Tata Consumer Products Ltd.|Non-Promoters|Reliance Capital Trustee Co Ltd-A/C Reliance India Opportunities Fund - Series A|30-09-2019|3.080000
248186|Tata Consumer Products Ltd.|Non-Promoters|Stewart Investors Global Emerging Markets Leaders Fund|30-06-2019|1.580000
248186|Tata Consumer Products Ltd.|Non-Promoters|Stewart Investors Global Emerging Markets Leaders Fund|30-09-2019|1.580000
248186|Tata Consumer Products Ltd.|Non-Promoters|Sundaram Mutual Fund A/C Sundaram Large And Mid Cap Fund|31-03-2020|1.290000
248186|Tata Consumer Products Ltd.|Non-Promoters|Sundaram Mutual Fund A/C Sundaram Long Term Tax Advantage Fund|31-12-2019|1.160000
248186|Tata Consumer Products Ltd.|Non-Promoters|Sundaram Mutualfunds A/C Sundaram Long Term Tax Advantage Fund|30-06-2019|1.110000
248186|Tata Consumer Products Ltd.|Non-Promoters|Sundaram Mutualfunds A/Cn Sundaram Long Term Tax Advantage Fund|30-09-2019|1.110000
248186|Tata Consumer Products Ltd.|Non-Promoters|Trusts|31-12-2019|1.160000
248186|Tata Consumer Products Ltd.|Non-Promoters|Trusts|31-03-2020|0.770000
248186|Tata Consumer Products Ltd.|Non-Promoters|Uti- Arbitrage Fund|30-06-2019|1.050000
248186|Tata Consumer Products Ltd.|Non-Promoters|Uti- Arbitrage Fund|30-09-2019|1.050000
248186|Tata Consumer Products Ltd.|Promoters|Ewart Investments Limited|30-06-2019|0.590000
248186|Tata Consumer Products Ltd.|Promoters|Ewart Investments Limited|30-09-2019|0.590000
248186|Tata Consumer Products Ltd.|Promoters|Ewart Investments Limited|31-12-2019|0.590000
248186|Tata Consumer Products Ltd.|Promoters|Ewart Investments Limited|31-03-2020|0.400000
248186|Tata Consumer Products Ltd.|Promoters|Tata Industries Limited|30-06-2019|0.110000
248186|Tata Consumer Products Ltd.|Promoters|Tata Industries Limited|30-09-2019|0.110000
248186|Tata Consumer Products Ltd.|Promoters|Tata Industries Limited|31-12-2019|0.110000
248186|Tata Consumer Products Ltd.|Promoters|Tata Industries Limited|31-03-2020|0.080000
248186|Tata Consumer Products Ltd.|Promoters|Tata Investment Corporation Limited|30-06-2019|4.260000
248186|Tata Consumer Products Ltd.|Promoters|Tata Investment Corporation Limited|30-09-2019|4.260000
248186|Tata Consumer Products Ltd.|Promoters|Tata Investment Corporation Limited|31-12-2019|4.260000
248186|Tata Consumer Products Ltd.|Promoters|Tata Investment Corporation Limited|31-03-2020|4.800000
248186|Tata Consumer Products Ltd.|Promoters|Tata Motors Finance Limited|31-03-2020|0.000000
248186|Tata Consumer Products Ltd.|Promoters|Tata Sons Private Limited|30-06-2019|29.469999
248186|Tata Consumer Products Ltd.|Promoters|Tata Sons Private Limited|30-09-2019|29.469999
248186|Tata Consumer Products Ltd.|Promoters|Tata Sons Private Limited|31-12-2019|29.469999
248186|Tata Consumer Products Ltd.|Promoters|Tata Sons Private Limited|31-03-2020|29.360001
248186|Tata Consumer Products Ltd.|Promoters|Titan Company Limited|30-06-2019|0.000000
248186|Tata Consumer Products Ltd.|Promoters|Titan Company Limited|30-09-2019|0.000000
248186|Tata Consumer Products Ltd.|Promoters|Titan Company Limited|31-12-2019|0.000000
248186|Tata Consumer Products Ltd.|Promoters|Titan Company Limited|31-03-2020|0.000000
248186|Tata Consumer Products Ltd.|Promoters|Voltas Limited|31-03-2020|0.020000
248092|Tata Elxsi Ltd.|Non-Promoters|Avendus Enhanced Return Fund|30-06-2019|1.100000
248092|Tata Elxsi Ltd.|Non-Promoters|Axis Equity Advantage Fund - Series 2|31-03-2020|1.150000
248092|Tata Elxsi Ltd.|Non-Promoters|Clearing Member|30-06-2019|1.610000
248092|Tata Elxsi Ltd.|Non-Promoters|Clearing Members|30-09-2019|1.930000
248092|Tata Elxsi Ltd.|Non-Promoters|Clearing Members|31-12-2019|1.700000
248092|Tata Elxsi Ltd.|Non-Promoters|Clearing Members|31-03-2020|0.990000
248092|Tata Elxsi Ltd.|Non-Promoters|Director Or Director'S Relatives|30-06-2019|0.000000
248092|Tata Elxsi Ltd.|Non-Promoters|Director Or Director'S Relatives|30-09-2019|0.000000
248092|Tata Elxsi Ltd.|Non-Promoters|Director Or Director'S Relatives|31-12-2019|0.000000
248092|Tata Elxsi Ltd.|Non-Promoters|Director Or Director'S Relatives|31-03-2020|0.000000
248092|Tata Elxsi Ltd.|Non-Promoters|General Insurance Corporation Of India|30-09-2019|1.610000
248092|Tata Elxsi Ltd.|Non-Promoters|Huf|30-06-2019|0.940000
248092|Tata Elxsi Ltd.|Non-Promoters|Huf|30-09-2019|0.960000
