Output source file name: T725
||||Date|(%)
Company Code|Company Name|Equity Owner Type|Equity Owner Name|Holding Date|Percent Shares
248165|Tata Power Co. Ltd.|Promoters|Tata Steel Limited|31-12-2019|1.440000
248165|Tata Power Co. Ltd.|Promoters|Tata Steel Limited|31-03-2020|1.440000
35222|Tata Steel B S L Ltd. [Merged]|Locked-In Shares|Bamnipal Steel Limited|30-06-2019|100.000000
35222|Tata Steel B S L Ltd. [Merged]|Locked-In Shares|Bamnipal Steel Limited|30-09-2019|100.000000
35222|Tata Steel B S L Ltd. [Merged]|Locked-In Shares|Bamnipal Steel Limited|31-12-2019|100.000000
35222|Tata Steel B S L Ltd. [Merged]|Locked-In Shares|Bamnipal Steel Limited|31-03-2020|100.000000
35222|Tata Steel B S L Ltd. [Merged]|Locked-In Shares|Foreign Nationals|30-06-2019|6.340000
35222|Tata Steel B S L Ltd. [Merged]|Locked-In Shares|Foreign Nationals|30-09-2019|7.440000
35222|Tata Steel B S L Ltd. [Merged]|Locked-In Shares|Foreign Nationals|31-12-2019|7.080000
35222|Tata Steel B S L Ltd. [Merged]|Locked-In Shares|Foreign Nationals|31-03-2020|7.480000
35222|Tata Steel B S L Ltd. [Merged]|Locked-In Shares|State Bank Of India|30-06-2019|57.189999
35222|Tata Steel B S L Ltd. [Merged]|Locked-In Shares|State Bank Of India|30-09-2019|57.189999
35222|Tata Steel B S L Ltd. [Merged]|Locked-In Shares|State Bank Of India|31-12-2019|57.189999
35222|Tata Steel B S L Ltd. [Merged]|Locked-In Shares|State Bank Of India|31-03-2020|57.189999
35222|Tata Steel B S L Ltd. [Merged]|Locked-In Shares|Trusts|30-06-2019|0.020000
35222|Tata Steel B S L Ltd. [Merged]|Locked-In Shares|Trusts|30-09-2019|0.020000
35222|Tata Steel B S L Ltd. [Merged]|Locked-In Shares|Trusts|31-12-2019|0.020000
35222|Tata Steel B S L Ltd. [Merged]|Locked-In Shares|Trusts|31-03-2020|0.020000
35222|Tata Steel B S L Ltd. [Merged]|Non-Promoters|Bhushan Infrastructure Private Limited|30-06-2019|1.100000
35222|Tata Steel B S L Ltd. [Merged]|Non-Promoters|Bhushan Infrastructure Private Limited|30-09-2019|1.100000
35222|Tata Steel B S L Ltd. [Merged]|Non-Promoters|Bhushan Infrastructure Private Limited|31-12-2019|1.100000
35222|Tata Steel B S L Ltd. [Merged]|Non-Promoters|Bhushan Infrastructure Private Limited|31-03-2020|1.100000
35222|Tata Steel B S L Ltd. [Merged]|Non-Promoters|Clearing Members|30-06-2019|0.240000
35222|Tata Steel B S L Ltd. [Merged]|Non-Promoters|Clearing Members|30-09-2019|0.050000
35222|Tata Steel B S L Ltd. [Merged]|Non-Promoters|Clearing Members|31-12-2019|0.080000
35222|Tata Steel B S L Ltd. [Merged]|Non-Promoters|Clearing Members|31-03-2020|0.090000
35222|Tata Steel B S L Ltd. [Merged]|Non-Promoters|Foreign Nationals|30-06-2019|0.290000
35222|Tata Steel B S L Ltd. [Merged]|Non-Promoters|Foreign Nationals|30-09-2019|0.320000
35222|Tata Steel B S L Ltd. [Merged]|Non-Promoters|Foreign Nationals|31-12-2019|0.320000
35222|Tata Steel B S L Ltd. [Merged]|Non-Promoters|Foreign Nationals|31-03-2020|0.320000
35222|Tata Steel B S L Ltd. [Merged]|Non-Promoters|Iepf|30-06-2019|0.010000
35222|Tata Steel B S L Ltd. [Merged]|Non-Promoters|Iepf|30-09-2019|0.010000
35222|Tata Steel B S L Ltd. [Merged]|Non-Promoters|Iepf|31-12-2019|0.020000
35222|Tata Steel B S L Ltd. [Merged]|Non-Promoters|Iepf|31-03-2020|0.020000
35222|Tata Steel B S L Ltd. [Merged]|Non-Promoters|Neeraj Singal|30-06-2019|1.770000
35222|Tata Steel B S L Ltd. [Merged]|Non-Promoters|Neeraj Singal|30-09-2019|1.770000
35222|Tata Steel B S L Ltd. [Merged]|Non-Promoters|Neeraj Singal|31-12-2019|1.770000
35222|Tata Steel B S L Ltd. [Merged]|Non-Promoters|Neeraj Singal|31-03-2020|1.770000
35222|Tata Steel B S L Ltd. [Merged]|Non-Promoters|Non-Resident Indian (Nri)|30-06-2019|0.350000
35222|Tata Steel B S L Ltd. [Merged]|Non-Promoters|Non-Resident Indian (Nri)|30-09-2019|0.360000
35222|Tata Steel B S L Ltd. [Merged]|Non-Promoters|Non-Resident Indian (Nri)|31-12-2019|0.340000
35222|Tata Steel B S L Ltd. [Merged]|Non-Promoters|Non-Resident Indian (Nri)|31-03-2020|0.300000
35222|Tata Steel B S L Ltd. [Merged]|Non-Promoters|State Bank Of India|30-06-2019|2.660000
35222|Tata Steel B S L Ltd. [Merged]|Non-Promoters|State Bank Of India|30-09-2019|2.660000
35222|Tata Steel B S L Ltd. [Merged]|Non-Promoters|State Bank Of India|31-12-2019|2.660000
35222|Tata Steel B S L Ltd. [Merged]|Non-Promoters|State Bank Of India|31-03-2020|2.660000
35222|Tata Steel B S L Ltd. [Merged]|Non-Promoters|Trusts|30-06-2019|0.010000
35222|Tata Steel B S L Ltd. [Merged]|Non-Promoters|Trusts|30-09-2019|0.010000
35222|Tata Steel B S L Ltd. [Merged]|Non-Promoters|Trusts|31-12-2019|0.010000
35222|Tata Steel B S L Ltd. [Merged]|Non-Promoters|Trusts|31-03-2020|0.010000
35222|Tata Steel B S L Ltd. [Merged]|Promoters|Bamnipal Steel Limited|30-06-2019|72.650002
35222|Tata Steel B S L Ltd. [Merged]|Promoters|Bamnipal Steel Limited|30-09-2019|72.650002
35222|Tata Steel B S L Ltd. [Merged]|Promoters|Bamnipal Steel Limited|31-12-2019|72.650002
35222|Tata Steel B S L Ltd. [Merged]|Promoters|Bamnipal Steel Limited|31-03-2020|72.650002
248179|Tata Steel Long Products Ltd.|Non-Promoters|(I)Reliance Capital Trustee Co Ltd-A/C Nippon India Small Cap Fund|31-12-2019|4.810000
248179|Tata Steel Long Products Ltd.|Non-Promoters|Clearing Members|30-06-2019|1.430000
248179|Tata Steel Long Products Ltd.|Non-Promoters|Clearing Members|30-09-2019|0.870000
248179|Tata Steel Long Products Ltd.|Non-Promoters|Clearing Members|31-12-2019|0.820000
248179|Tata Steel Long Products Ltd.|Non-Promoters|Clearing Members|31-03-2020|0.770000
248179|Tata Steel Long Products Ltd.|Non-Promoters|Huf|30-06-2019|1.300000
248179|Tata Steel Long Products Ltd.|Non-Promoters|Huf|30-09-2019|0.690000
248179|Tata Steel Long Products Ltd.|Non-Promoters|Huf|31-12-2019|0.720000
248179|Tata Steel Long Products Ltd.|Non-Promoters|Huf|31-03-2020|0.740000
248179|Tata Steel Long Products Ltd.|Non-Promoters|Iepf|30-06-2019|1.120000
248179|Tata Steel Long Products Ltd.|Non-Promoters|Iepf|30-09-2019|0.380000
248179|Tata Steel Long Products Ltd.|Non-Promoters|Iepf|31-12-2019|0.430000
248179|Tata Steel Long Products Ltd.|Non-Promoters|Iepf|31-03-2020|0.430000
248179|Tata Steel Long Products Ltd.|Non-Promoters|Non-Resident Indian (Nri)|30-06-2019|1.160000
248179|Tata Steel Long Products Ltd.|Non-Promoters|Non-Resident Indian (Nri)|30-09-2019|0.590000
248179|Tata Steel Long Products Ltd.|Non-Promoters|Non-Resident Indian (Nri)|31-12-2019|0.600000
248179|Tata Steel Long Products Ltd.|Non-Promoters|Non-Resident Indian (Nri)|31-03-2020|0.600000
248179|Tata Steel Long Products Ltd.|Non-Promoters|Reliance Capital Trustee Co Ltd-A/C Nippon India Small Cap Fund|31-03-2020|5.050000
248179|Tata Steel Long Products Ltd.|Non-Promoters|Reliance Capital Trustee Co. Ltd-A/C Reliancesmall Cap Fund|30-06-2019|1.650000
248179|Tata Steel Long Products Ltd.|Non-Promoters|Reliance Capital Trustee Co. Ltd-A/C Reliancesmall Cap Fund|30-09-2019|4.650000
248179|Tata Steel Long Products Ltd.|Non-Promoters|Trusts|30-06-2019|0.020000
248179|Tata Steel Long Products Ltd.|Non-Promoters|Trusts|30-09-2019|0.000000
248179|Tata Steel Long Products Ltd.|Non-Promoters|Trusts|31-12-2019|0.000000
248179|Tata Steel Long Products Ltd.|Non-Promoters|Trusts|31-03-2020|0.000000
248179|Tata Steel Long Products Ltd.|Promoters|Tata Steel Limited|30-06-2019|54.500000
248179|Tata Steel Long Products Ltd.|Promoters|Tata Steel Limited|30-09-2019|75.910004
248179|Tata Steel Long Products Ltd.|Promoters|Tata Steel Limited|31-12-2019|75.910004
248179|Tata Steel Long Products Ltd.|Promoters|Tata Steel Limited|31-03-2020|75.910004
248136|Tata Steel Ltd.|Non-Promoters|Abu Dhabi Investment Authority|31-12-2019|1.170000
248136|Tata Steel Ltd.|Non-Promoters|Citibank N.A. New York, Nyadr Dept|30-06-2019|1.110000
248136|Tata Steel Ltd.|Non-Promoters|Citibank N.A. New York, Nyadr Dept|31-12-2019|1.040000
248136|Tata Steel Ltd.|Non-Promoters|Citibank N.A. New York, Nyadr Dept|31-03-2020|1.040000
248136|Tata Steel Ltd.|Non-Promoters|Clearing Members|30-06-2019|0.700000
248136|Tata Steel Ltd.|Non-Promoters|Clearing Members|30-09-2019|0.620000
248136|Tata Steel Ltd.|Non-Promoters|Clearing Members|31-12-2019|0.520000
248136|Tata Steel Ltd.|Non-Promoters|Clearing Members|31-03-2020|0.960000
248136|Tata Steel Ltd.|Non-Promoters|Director Or Director'S Relatives|30-06-2019|0.000000
248136|Tata Steel Ltd.|Non-Promoters|Director Or Director'S Relatives|30-09-2019|0.000000
248136|Tata Steel Ltd.|Non-Promoters|Director Or Director'S Relatives|31-12-2019|0.000000
248136|Tata Steel Ltd.|Non-Promoters|Director Or Director'S Relatives|31-03-2020|0.010000
248136|Tata Steel Ltd.|Non-Promoters|Foreign National|30-06-2019|0.000000
248136|Tata Steel Ltd.|Non-Promoters|Foreign National|30-09-2019|0.000000
248136|Tata Steel Ltd.|Non-Promoters|Foreign Nationals|31-12-2019|0.000000
248136|Tata Steel Ltd.|Non-Promoters|Foreign Nationals|31-03-2020|0.000000
248136|Tata Steel Ltd.|Non-Promoters|Hdfc Trustee Company Limited|30-06-2019|4.200000
248136|Tata Steel Ltd.|Non-Promoters|Hdfc Trustee Company Limited|30-09-2019|4.580000
248136|Tata Steel Ltd.|Non-Promoters|Hdfc Trustee Company Limited|31-12-2019|5.040000
248136|Tata Steel Ltd.|Non-Promoters|Hdfc Trustee Company Limited|31-03-2020|5.000000
248136|Tata Steel Ltd.|Non-Promoters|Huf|30-06-2019|0.570000
248136|Tata Steel Ltd.|Non-Promoters|Huf|30-09-2019|0.590000
248136|Tata Steel Ltd.|Non-Promoters|Huf|31-12-2019|0.600000
248136|Tata Steel Ltd.|Non-Promoters|Huf|31-03-2020|0.630000
248136|Tata Steel Ltd.|Non-Promoters|Icici Prudential Life Insurance Co Ltd|30-06-2019|2.070000
248136|Tata Steel Ltd.|Non-Promoters|Icici Prudential Life Insurance Co Ltd|30-09-2019|2.070000
248136|Tata Steel Ltd.|Non-Promoters|Icici Prudential Life Insurance Co Ltd|31-12-2019|1.690000
248136|Tata Steel Ltd.|Non-Promoters|Icici Prudential Life Insurance Co Ltd|31-03-2020|1.490000
248136|Tata Steel Ltd.|Non-Promoters|Icici Prudential Mutual Funds|30-06-2019|1.460000
248136|Tata Steel Ltd.|Non-Promoters|Icici Prudential Mutual Funds|30-09-2019|1.250000
248136|Tata Steel Ltd.|Non-Promoters|Icici Prudential Value Discovery Fund|31-03-2020|2.120000
248136|Tata Steel Ltd.|Non-Promoters|Iepf|30-06-2019|0.270000
248136|Tata Steel Ltd.|Non-Promoters|Iepf|30-09-2019|0.270000
248136|Tata Steel Ltd.|Non-Promoters|Iepf|31-12-2019|0.320000
248136|Tata Steel Ltd.|Non-Promoters|Iepf|31-03-2020|0.320000
248136|Tata Steel Ltd.|Non-Promoters|Life Insurance Corporation Of India|30-06-2019|9.000000
248136|Tata Steel Ltd.|Non-Promoters|Life Insurance Corporation Of India|30-09-2019|9.000000
248136|Tata Steel Ltd.|Non-Promoters|Life Insurance Corporation Of India|31-12-2019|8.420000
248136|Tata Steel Ltd.|Non-Promoters|Life Insurance Corporation Of India|31-03-2020|9.110000
248136|Tata Steel Ltd.|Non-Promoters|Llp|30-09-2019|0.300000
248136|Tata Steel Ltd.|Non-Promoters|Mirae Asset Various Mutual Funds|30-06-2019|1.060000
248136|Tata Steel Ltd.|Non-Promoters|Mirae Asset Various Mutual Funds|30-09-2019|1.140000
248136|Tata Steel Ltd.|Non-Promoters|Non-Resident Indian (Nri)|30-06-2019|0.570000
248136|Tata Steel Ltd.|Non-Promoters|Non-Resident Indian (Nri)|30-09-2019|0.580000
248136|Tata Steel Ltd.|Non-Promoters|Non-Resident Indian (Nri)|31-12-2019|0.560000
248136|Tata Steel Ltd.|Non-Promoters|Non-Resident Indian (Nri)|31-03-2020|0.570000
248136|Tata Steel Ltd.|Non-Promoters|Reliance Capital Trustee Co Limited|30-06-2019|3.490000
248136|Tata Steel Ltd.|Non-Promoters|Reliance Capital Trustee Co Limited|30-09-2019|3.440000
248136|Tata Steel Ltd.|Non-Promoters|Reliance Capital Trustee Co Ltd|31-12-2019|3.240000
248136|Tata Steel Ltd.|Non-Promoters|Reliance Capital Trustee Co Ltd|31-03-2020|1.890000
248136|Tata Steel Ltd.|Non-Promoters|Sbi - Various Mutual Funds|30-09-2019|1.340000
248136|Tata Steel Ltd.|Non-Promoters|Sbi - Various Mutual Funds|31-12-2019|1.380000
248136|Tata Steel Ltd.|Non-Promoters|Sbi - Various Mutual Funds|31-03-2020|1.560000
248136|Tata Steel Ltd.|Non-Promoters|Sbi- Various Mutual Funds|30-06-2019|1.190000
248136|Tata Steel Ltd.|Non-Promoters|Trusts|30-06-2019|1.220000
248136|Tata Steel Ltd.|Non-Promoters|Trusts|30-09-2019|1.220000
248136|Tata Steel Ltd.|Non-Promoters|Trusts|31-12-2019|1.270000
248136|Tata Steel Ltd.|Non-Promoters|Trusts|31-03-2020|1.320000
248136|Tata Steel Ltd.|Promoters|Ewart Investments Limited|30-06-2019|0.180000
248136|Tata Steel Ltd.|Promoters|Ewart Investments Limited|30-09-2019|0.180000
248136|Tata Steel Ltd.|Promoters|Ewart Investments Limited|31-12-2019|0.180000
248136|Tata Steel Ltd.|Promoters|Ewart Investments Limited|31-03-2020|0.180000
248136|Tata Steel Ltd.|Promoters|Rujuvalika Investments Limited|30-06-2019|0.090000
248136|Tata Steel Ltd.|Promoters|Rujuvalika Investments Limited|30-09-2019|0.090000
248136|Tata Steel Ltd.|Promoters|Rujuvalika Investments Limited|31-12-2019|0.090000
248136|Tata Steel Ltd.|Promoters|Rujuvalika Investments Limited|31-03-2020|0.090000
248136|Tata Steel Ltd.|Promoters|Tata Capital Limited|31-12-2019|0.000000
248136|Tata Steel Ltd.|Promoters|Tata Capital Ltd|30-06-2019|0.000000
248136|Tata Steel Ltd.|Promoters|Tata Capital Ltd|30-09-2019|0.000000
248136|Tata Steel Ltd.|Promoters|Tata Capital Ltd|31-03-2020|0.000000
248136|Tata Steel Ltd.|Promoters|Tata Chemicals Limited|30-06-2019|0.250000
248136|Tata Steel Ltd.|Promoters|Tata Chemicals Limited|31-12-2019|0.250000
248136|Tata Steel Ltd.|Promoters|Tata Chemicals Ltd|30-09-2019|0.250000
248136|Tata Steel Ltd.|Promoters|Tata Chemicals Ltd|31-03-2020|0.250000
248136|Tata Steel Ltd.|Promoters|Tata Industries Limited|30-06-2019|0.080000
248136|Tata Steel Ltd.|Promoters|Tata Industries Limited|30-09-2019|0.080000
248136|Tata Steel Ltd.|Promoters|Tata Industries Limited|31-12-2019|0.080000
248136|Tata Steel Ltd.|Promoters|Tata Industries Limited|31-03-2020|0.080000
248136|Tata Steel Ltd.|Promoters|Tata Investment Corporation Limited|30-06-2019|0.340000
248136|Tata Steel Ltd.|Promoters|Tata Investment Corporation Limited|30-09-2019|0.340000
248136|Tata Steel Ltd.|Promoters|Tata Investment Corporation Limited|31-12-2019|0.340000
248136|Tata Steel Ltd.|Promoters|Tata Investment Corporation Limited|31-03-2020|0.340000
248136|Tata Steel Ltd.|Promoters|Tata Motors Finance Limited|30-06-2019|0.050000
248136|Tata Steel Ltd.|Promoters|Tata Motors Finance Limited|30-09-2019|0.050000
248136|Tata Steel Ltd.|Promoters|Tata Motors Finance Limited|31-12-2019|0.050000
248136|Tata Steel Ltd.|Promoters|Tata Motors Finance Limited|31-03-2020|0.050000
248136|Tata Steel Ltd.|Promoters|Tata Motors Limited|30-06-2019|0.450000
248136|Tata Steel Ltd.|Promoters|Tata Motors Limited|30-09-2019|0.450000
248136|Tata Steel Ltd.|Promoters|Tata Motors Limited|31-12-2019|0.450000
248136|Tata Steel Ltd.|Promoters|Tata Motors Limited|31-03-2020|0.450000
248136|Tata Steel Ltd.|Promoters|Tata Sons Limited|31-12-2019|31.629999
248136|Tata Steel Ltd.|Promoters|Tata Sons Private Limited|30-06-2019|31.629999
248136|Tata Steel Ltd.|Promoters|Tata Sons Private Limited|30-09-2019|31.629999
248136|Tata Steel Ltd.|Promoters|Tata Sons Private Limited|31-03-2020|32.919998
248136|Tata Steel Ltd.|Promoters|Titan Company Limited|30-06-2019|0.000000
248136|Tata Steel Ltd.|Promoters|Titan Company Limited|30-09-2019|0.000000
248136|Tata Steel Ltd.|Promoters|Titan Company Limited|31-12-2019|0.000000
248136|Tata Steel Ltd.|Promoters|Titan Company Limited|31-03-2020|0.000000
95745|Tata Teleservices (Maharashtra) Ltd.|Non-Promoters|Clearing Member|30-06-2019|0.610000
95745|Tata Teleservices (Maharashtra) Ltd.|Non-Promoters|Clearing Member|30-09-2019|0.230000
95745|Tata Teleservices (Maharashtra) Ltd.|Non-Promoters|Clearing Member|31-12-2019|0.190000
95745|Tata Teleservices (Maharashtra) Ltd.|Non-Promoters|Clearing Member|31-03-2020|0.170000
95745|Tata Teleservices (Maharashtra) Ltd.|Non-Promoters|Huf|30-06-2019|0.930000
95745|Tata Teleservices (Maharashtra) Ltd.|Non-Promoters|Huf|30-09-2019|0.900000
95745|Tata Teleservices (Maharashtra) Ltd.|Non-Promoters|Huf|31-12-2019|0.890000
95745|Tata Teleservices (Maharashtra) Ltd.|Non-Promoters|Huf|31-03-2020|0.870000
95745|Tata Teleservices (Maharashtra) Ltd.|Non-Promoters|Non-Resident Indian (Nri)|30-06-2019|0.690000
95745|Tata Teleservices (Maharashtra) Ltd.|Non-Promoters|Non-Resident Indian (Nri)|30-09-2019|0.800000
95745|Tata Teleservices (Maharashtra) Ltd.|Non-Promoters|Non-Resident Indian (Nri)|31-12-2019|0.820000
95745|Tata Teleservices (Maharashtra) Ltd.|Non-Promoters|Non-Resident Indian (Nri)|31-03-2020|0.830000
95745|Tata Teleservices (Maharashtra) Ltd.|Non-Promoters|Trusts|30-06-2019|0.000000
95745|Tata Teleservices (Maharashtra) Ltd.|Non-Promoters|Trusts|30-09-2019|0.000000
95745|Tata Teleservices (Maharashtra) Ltd.|Non-Promoters|Trusts|31-12-2019|0.000000
95745|Tata Teleservices (Maharashtra) Ltd.|Non-Promoters|Trusts|31-03-2020|0.000000
95745|Tata Teleservices (Maharashtra) Ltd.|Promoters|Panatone Finvest Limited|30-06-2019|0.000000
95745|Tata Teleservices (Maharashtra) Ltd.|Promoters|Panatone Finvest Limited|30-09-2019|0.000000
95745|Tata Teleservices (Maharashtra) Ltd.|Promoters|Panatone Finvest Limited|31-12-2019|0.000000
95745|Tata Teleservices (Maharashtra) Ltd.|Promoters|Panatone Finvest Limited|31-03-2020|0.000000
95745|Tata Teleservices (Maharashtra) Ltd.|Promoters|Tata Sons Private Limited|30-06-2019|19.570000
95745|Tata Teleservices (Maharashtra) Ltd.|Promoters|Tata Sons Private Limited|30-09-2019|19.570000
95745|Tata Teleservices (Maharashtra) Ltd.|Promoters|Tata Sons Private Limited|31-12-2019|19.570000
95745|Tata Teleservices (Maharashtra) Ltd.|Promoters|Tata Sons Private Limited|31-03-2020|19.570000
95745|Tata Teleservices (Maharashtra) Ltd.|Promoters|Tata Teleservices Limited|30-06-2019|48.290001
95745|Tata Teleservices (Maharashtra) Ltd.|Promoters|Tata Teleservices Limited|30-09-2019|48.290001
95745|Tata Teleservices (Maharashtra) Ltd.|Promoters|Tata Teleservices Limited|31-12-2019|48.290001
95745|Tata Teleservices (Maharashtra) Ltd.|Promoters|Tata Teleservices Limited|31-03-2020|48.290001
95745|Tata Teleservices (Maharashtra) Ltd.|Promoters|The Tata Power Company Limited|30-06-2019|6.480000
95745|Tata Teleservices (Maharashtra) Ltd.|Promoters|The Tata Power Company Limited|30-09-2019|6.480000
95745|Tata Teleservices (Maharashtra) Ltd.|Promoters|The Tata Power Company Limited|31-12-2019|6.480000
95745|Tata Teleservices (Maharashtra) Ltd.|Promoters|The Tata Power Company Limited|31-03-2020|6.480000
248209|Tayo Rolls Ltd.|Non-Promoters|Clearing Members|30-06-2019|0.570000
248209|Tayo Rolls Ltd.|Non-Promoters|Clearing Members|30-09-2019|0.250000
248209|Tayo Rolls Ltd.|Non-Promoters|Clearing Members|31-12-2019|0.280000
248209|Tayo Rolls Ltd.|Non-Promoters|Huf|30-06-2019|1.820000
248209|Tayo Rolls Ltd.|Non-Promoters|Huf|30-09-2019|1.850000
248209|Tayo Rolls Ltd.|Non-Promoters|Huf|31-12-2019|1.820000
248209|Tayo Rolls Ltd.|Non-Promoters|Non-Resident Indian (Nri)|30-06-2019|0.580000
248209|Tayo Rolls Ltd.|Non-Promoters|Non-Resident Indian (Nri)|30-09-2019|0.580000
248209|Tayo Rolls Ltd.|Non-Promoters|Non-Resident Indian (Nri)|31-12-2019|0.590000
248209|Tayo Rolls Ltd.|Non-Promoters|Trusts|30-06-2019|0.000000
248209|Tayo Rolls Ltd.|Non-Promoters|Trusts|30-09-2019|0.000000
248209|Tayo Rolls Ltd.|Non-Promoters|Trusts|31-12-2019|0.000000
248209|Tayo Rolls Ltd.|Promoters|Ewart Investments Limited|30-06-2019|0.290000
248209|Tayo Rolls Ltd.|Promoters|Ewart Investments Limited|30-09-2019|0.290000
248209|Tayo Rolls Ltd.|Promoters|Ewart Investments Limited|31-12-2019|0.290000
248209|Tayo Rolls Ltd.|Promoters|Ewart Investments Limited|31-03-2020|0.290000
248209|Tayo Rolls Ltd.|Promoters|Rujuvalika Investments Limited|30-06-2019|0.450000
248209|Tayo Rolls Ltd.|Promoters|Rujuvalika Investments Limited|30-09-2019|0.450000
248209|Tayo Rolls Ltd.|Promoters|Rujuvalika Investments Limited|31-12-2019|0.450000
248209|Tayo Rolls Ltd.|Promoters|Rujuvalika Investments Limited|31-03-2020|0.450000
248209|Tayo Rolls Ltd.|Promoters|Sojitz Corporation|30-06-2019|2.990000
248209|Tayo Rolls Ltd.|Promoters|Sojitz Corporation|30-09-2019|2.990000
248209|Tayo Rolls Ltd.|Promoters|Sojitz Corporation|31-12-2019|2.990000
248209|Tayo Rolls Ltd.|Promoters|Sojitz Corporation|31-03-2020|2.990000
248209|Tayo Rolls Ltd.|Promoters|Tata Industries Limited|30-06-2019|0.030000
248209|Tayo Rolls Ltd.|Promoters|Tata Industries Limited|30-09-2019|0.030000
248209|Tayo Rolls Ltd.|Promoters|Tata Industries Limited|31-12-2019|0.030000
248209|Tayo Rolls Ltd.|Promoters|Tata Industries Limited|31-03-2020|0.030000
248209|Tayo Rolls Ltd.|Promoters|Tata Steel Limited|30-06-2019|54.450001
248209|Tayo Rolls Ltd.|Promoters|Tata Steel Limited|30-09-2019|54.450001
248209|Tayo Rolls Ltd.|Promoters|Tata Steel Limited|31-12-2019|54.450001
248209|Tayo Rolls Ltd.|Promoters|Tata Steel Limited|31-03-2020|54.450001
248209|Tayo Rolls Ltd.|Promoters|Yodogawa Steel Works Limited|30-06-2019|14.970000
248209|Tayo Rolls Ltd.|Promoters|Yodogawa Steel Works Limited|30-09-2019|14.970000
248209|Tayo Rolls Ltd.|Promoters|Yodogawa Steel Works Limited|31-12-2019|14.970000
248209|Tayo Rolls Ltd.|Promoters|Yodogawa Steel Works Limited|31-03-2020|14.970000
251255|Tinplate Co. Of India Ltd.|Non-Promoters|Clearing Member|30-06-2019|1.130000
251255|Tinplate Co. Of India Ltd.|Non-Promoters|Clearing Member|30-09-2019|1.040000
251255|Tinplate Co. Of India Ltd.|Non-Promoters|Clearing Member|31-12-2019|0.900000
251255|Tinplate Co. Of India Ltd.|Non-Promoters|Clearing Member|31-03-2020|0.800000
251255|Tinplate Co. Of India Ltd.|Non-Promoters|Director Or Director'S Relatives|30-06-2019|0.000000
251255|Tinplate Co. Of India Ltd.|Non-Promoters|Director Or Director'S Relatives|30-09-2019|0.000000
251255|Tinplate Co. Of India Ltd.|Non-Promoters|Director Or Director'S Relatives|31-12-2019|0.000000
251255|Tinplate Co. Of India Ltd.|Non-Promoters|Director Or Director'S Relatives|31-03-2020|0.000000
251255|Tinplate Co. Of India Ltd.|Non-Promoters|Huf|30-06-2019|0.830000
251255|Tinplate Co. Of India Ltd.|Non-Promoters|Huf|30-09-2019|0.810000
251255|Tinplate Co. Of India Ltd.|Non-Promoters|Huf|31-12-2019|0.760000
251255|Tinplate Co. Of India Ltd.|Non-Promoters|Huf|31-03-2020|0.780000
251255|Tinplate Co. Of India Ltd.|Non-Promoters|Iepf|30-06-2019|0.370000
251255|Tinplate Co. Of India Ltd.|Non-Promoters|Iepf|30-09-2019|0.370000
251255|Tinplate Co. Of India Ltd.|Non-Promoters|Iepf|31-12-2019|0.420000
251255|Tinplate Co. Of India Ltd.|Non-Promoters|Iepf|31-03-2020|0.420000
251255|Tinplate Co. Of India Ltd.|Non-Promoters|Non-Resident Indian (Nri)|30-06-2019|0.370000
251255|Tinplate Co. Of India Ltd.|Non-Promoters|Non-Resident Indian (Nri)|30-09-2019|0.330000
251255|Tinplate Co. Of India Ltd.|Non-Promoters|Non-Resident Indian (Nri)|31-12-2019|0.310000
251255|Tinplate Co. Of India Ltd.|Non-Promoters|Non-Resident Indian (Nri)|31-03-2020|0.310000
251255|Tinplate Co. Of India Ltd.|Non-Promoters|Patton Developers Private Limited|30-06-2019|1.240000
251255|Tinplate Co. Of India Ltd.|Non-Promoters|Patton Developers Private Limited|30-09-2019|1.240000
251255|Tinplate Co. Of India Ltd.|Non-Promoters|Patton Developers Private Limited|31-12-2019|1.240000
251255|Tinplate Co. Of India Ltd.|Non-Promoters|Patton Developers Private Limited|31-03-2020|1.240000
251255|Tinplate Co. Of India Ltd.|Non-Promoters|Trusts|30-06-2019|0.000000
251255|Tinplate Co. Of India Ltd.|Non-Promoters|Trusts|30-09-2019|0.000000
251255|Tinplate Co. Of India Ltd.|Non-Promoters|Trusts|31-12-2019|0.000000
251255|Tinplate Co. Of India Ltd.|Non-Promoters|Trusts|31-03-2020|0.000000
251255|Tinplate Co. Of India Ltd.|Promoters|Tata Steel Limited|30-06-2019|74.949997
251255|Tinplate Co. Of India Ltd.|Promoters|Tata Steel Limited|30-09-2019|74.949997
251255|Tinplate Co. Of India Ltd.|Promoters|Tata Steel Limited|31-12-2019|74.949997
251255|Tinplate Co. Of India Ltd.|Promoters|Tata Steel Limited|31-03-2020|74.949997
251664|Titan Company Ltd.|Non-Promoters|Clearing Members|30-06-2019|0.210000
251664|Titan Company Ltd.|Non-Promoters|Clearing Members|30-09-2019|0.440000
251664|Titan Company Ltd.|Non-Promoters|Clearing Members|31-12-2019|0.240000
251664|Titan Company Ltd.|Non-Promoters|Clearing Members|31-03-2020|0.310000
251664|Titan Company Ltd.|Non-Promoters|Director Or Director'S Relatives|30-06-2019|0.100000
251664|Titan Company Ltd.|Non-Promoters|Director Or Director'S Relatives|30-09-2019|0.100000
251664|Titan Company Ltd.|Non-Promoters|Director Or Director'S Relatives|31-12-2019|0.030000
